created_time,id,pre_processed_message,message_min_processed,shares,status_type,full_picture,reactions_like,reactions_haha,reactions_wow,reactions_sad,reactions_angry,reactions_love,has_textual_message
2019-04-22T17:45:06+0000,904277726319518_2274929405921003,californ uber alles californ acim tod val pen ouv punk rock premonitori ilustraca cristian suarez artist,california uber alles ( california acima de todos ) : vale a pena ouvir um punk rock premonitorio . ilustracao : cristiano suarez - artist,803,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/s720x720/57558627_2274929392587671_5722625952882622464_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=HSpw6rIsaogAX-m0DTz&_nc_ht=scontent-gru1-1.xx&_nc_tp=7&oh=283695c29fd9da4ae59e8a75f566e8b4&oe=5EAFC818,5283,128,278,22,2,1323,True
2019-04-22T12:06:18+0000,904277726319518_2274500849297192,march re bolsonar volt atras delet canal vid ataqu olav milit,marcha a re : bolsonaro volta atras e deleta do seu canal video com ataques de olavo a militares .,675,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQB34Ur_tCSDtRjX&url=https%3A%2F%2Fpainel.blogfolha.uol.com.br%2Ffiles%2F2019%2F03%2F15519110985c8048bab75c3_1551911098_3x2_rt.jpg&_nc_hash=AQAk8HJ4nQQErtXY,2297,1407,95,10,157,16,True
2019-04-21T13:40:42+0000,904277726319518_2273091936104750,imagin boa pasco,imagine . boa pascoa .,3058,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/56817383_769684250099786_6018662127152136192_n.jpg?_nc_cat=109&_nc_sid=ad6a45&_nc_ohc=1Le5b1KCdLIAX_Ct8G0&_nc_ht=scontent-gru2-1.xx&oh=f94c7698b8d45580587baae1e051a968&oe=5EADF18A,6145,566,75,43,6,1849,True
2019-04-19T14:01:05+0000,904277726319518_2269534843127126,bolsonar campanh eleitoral ment sobr petrobr diz agor ter simpat inicial privatizaca companh,bolsonaro na campanha eleitoral mentiu sobre petrobras e diz agora ter 'simpatia inicial ' por privatizacao da companhia .,2051,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCLPUkqD-yTnBdA&url=https%3A%2F%2Fs.glbimg.com%2Fjo%2Fg1%2Fstatic%2Flive%2Fimagens%2Fimg_facebook.png&_nc_hash=AQBnV-UTKFWHoZzY,4351,370,91,277,2399,67,True
2019-04-17T11:22:18+0000,904277726319518_2266413253439285,segund ambiental alfred sirk fundador pv hav govern bolsonar liquidaca sistem proteca mei ambient constru ultim anos,segundo o ambientalista alfredo sirkis fundador do pv o que esta havendo no governo bolsonaro e a liquidacao do sistema de protecao ao meio ambiente construido nos ultimos 30 anos .,734,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBccLkpFJ-d2n8o&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F04%2F15%2F15553597065cb4e7da0325e_1555359706_3x2_rt.jpg&_nc_hash=AQDLwwNsWZQy-mrZ,1536,20,14,604,488,7,True
2019-04-16T20:28:42+0000,904277726319518_2265569366857007,ser bilionari brasileir mobilizara reconstru mus nacional calm so pergunt bilionari mobiliz reconstru notredam,sera que bilionarios brasileiros se mobilizarao para reconstruir o museu nacional ? calma e so uma pergunta ! bilionarios se mobilizam para reconstruir notre-dame,4089,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQAapqb8qGz6o1zg&url=https%3A%2F%2Fs2.glbimg.com%2FMRdzMk7i4ibl1EsVQax9yaISTEE%3D%2F1200x%2Fsmart%2Ffilters%3Acover%28%29%3Astrip_icc%28%29%2Fi.s3.glbimg.com%2Fv1%2FAUTH_59edd422c0c84a879bd37670ae4f538a%2Finternal_photos%2Fbs%2F2019%2F0%2FH%2F0PtKs4Q9GPML5pEaMrwQ%2F3.gif&_nc_hash=AQD8D3tdutjGMOM5,22178,1695,199,412,90,2295,True
2019-04-15T18:38:51+0000,904277726319518_2263995143681096,predi histor sao corp human sao pedac gent dao praz vist toc doem ardem desab,predios historicos sao como o corpo da humanidade . sao um pedaco da gente . dao prazer quando vistos e tocados e doem em nos quando ardem ou desabam .,752,mobile_status_update,None,7581,18,11,2965,4,437,True
2019-04-15T13:36:54+0000,904277726319518_2263640573716553,record relaca cresciment fatur publicitari record junt secom primeir trimestr valor ja consider variaca inflaca period,recorde em relacao a 2018 o crescimento do faturamento publicitario da record junto a secom no primeiro trimestre de 2019 foi de 659 % valor ja considerando a variacao da inflacao no periodo .,4822,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDWEedBDIOamMd9&url=https%3A%2F%2Fconteudo.imguol.com.br%2Fc%2Fnoticias%2F4f%2F2019%2F01%2F24%2F23jan2019---o-presidente-jair-bolsonaro-durante-entrevista-para-a-tv-record-1548335009488_v2_615x300.jpg&_nc_hash=AQCUD0PyPcwDljtk,5835,671,324,231,1973,34,True
2019-04-15T10:43:21+0000,904277726319518_2263440810403196,men transparenc control social canet bolsonar exting conselh feder atuaca sociedad civil,menos transparencia e controle social : canetada de bolsonaro extingue conselhos federais com atuacao da sociedade civil .,1242,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDnQt4smIjAA5NI&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F03%2F26%2F15536320405c9a8b28b5bc6_1553632040_3x2_rt.jpg&_nc_hash=AQBNJPkE5onQNzMg,2568,51,50,991,1764,27,True
2019-04-14T23:08:00+0000,904277726319518_2262710450476232,leitur obrigator,leitura obrigatoria .,725,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQAli-pJcrXp2koH&url=https%3A%2F%2Fwww.cartacapital.com.br%2Fwp-content%2Fuploads%2F2019%2F04%2FAMORIMCORTADA.jpg&_nc_hash=AQCYinsD41UEWRBa,2824,50,11,14,1,173,True
2019-04-14T21:57:00+0000,904277726319518_2262701993810411,paul freir terceir pensador cit trabalh mund,paulo freire e o terceiro pensador mais citado em trabalhos pelo mundo .,14825,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBxhIbx4ajAyD7m&url=https%3A%2F%2Fwww.nexojornal.com.br%2Fincoming%2Fimagens%2Ffreire-2.jpg%2FALTERNATES%2FLANDSCAPE_720%2Ffreire-2.jpg&_nc_hash=AQB0lNJHhFTWRL33,23504,75,159,8,14,5651,True
2019-04-14T21:26:18+0000,904277726319518_2262700593810551,morr anos atriz bib andersson mus ingmar bergman setim sel film obrigatori val homenag,morre aos 83 anos a atriz bibi andersson musa de ingmar bergman . o setimo selo e filme obrigatorio . vale a homenagem .,523,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDqmW3yXoJieLfW&url=https%3A%2F%2Fs2.glbimg.com%2FwjzW56CprK3nzLN-MtfC2jwEcW4%3D%2F1200x%2Fsmart%2Ffilters%3Acover%28%29%3Astrip_icc%28%29%2Fi.s3.glbimg.com%2Fv1%2FAUTH_59edd422c0c84a879bd37670ae4f538a%2Finternal_photos%2Fbs%2F2019%2Fq%2Fc%2FDTxnt9TJqdAr7zJAzpFA%2Fbibi-andersson-1961-.jpg&_nc_hash=AQCEM4Dvj4_FOPjW,4318,5,28,1201,3,215,True
2019-04-14T14:07:09+0000,904277726319518_2262185507195393,bolsonar desautoriz operaca andament ibam contr madeir ilegal rondon,bolsonaro desautoriza operacao em andamento do ibama contra madeira ilegal em rondonia .,10732,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBe55MlbWFJFLS7&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F04%2F13%2F15552024315cb2817fdef88_1555202431_3x2_rt.jpg&_nc_hash=AQD-c7V6IbmVKEDj,4959,61,258,2369,5585,15,True
2019-04-13T22:30:24+0000,904277726319518_2261307453949865,nazism esquerd bolsonar nao perdo holocaust,se o nazismo fosse de esquerda bolsonaro nao teria perdoado o holocausto .,1332,mobile_status_update,None,12731,2108,54,57,15,1531,True
2019-04-12T13:53:51+0000,904277726319518_2259306477483296, , ,5702,mobile_status_update,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQApIsOqNWNUIPWd&url=https%3A%2F%2Fpolitica.estadao.com.br%2Fblogs%2Festadao-verifica%2Fwp-content%2Fuploads%2Fsites%2F690%2F2019%2F04%2Ffernando-haddad-helvio-romero-estadao.jpg&_nc_hash=AQB8sU7xyOedTMgw,15863,152,108,777,389,1957,False
2019-04-11T11:50:04+0000,904277726319518_2257668610980416,ate outr dia comun internacional reconhec paul freir maior filosof brasileir extremadireit quer convencel verdad senhor ps nao nao film woody allen patrocin cocacol,ate outro dia a comunidade internacional reconhecia paulo freire como o maior filosofo brasileiro . a extrema-direita quer convence-la de que na verdade e este senhor ! p.s . nao nao e um filme do woody allen patrocinado pela coca-cola .,1714,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/56786413_587633171715241_5794713396943257600_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=sZ9VluP-G7sAX-SDkRF&_nc_ht=scontent-gru1-1.xx&oh=355d668c76b27bbac97e7a1832997eff&oe=5EAF00AB,2772,3053,157,341,839,26,True
2019-04-10T21:51:30+0000,904277726319518_2256868664393744,ricuper respeit embaix brasileir exterior analis dias mud pior posica brasil mund,ricupero um dos mais respeitados embaixadores brasileiros no exterior analisa os 100 dias que mudaram para muito pior a posicao do brasil no mundo .,437,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCtY-oxz_dNREX9&url=https%3A%2F%2Fconteudo.imguol.com.br%2F66%2F2019%2F02%2F11%2Fjamil-chade-facebook-1549911067141_956x500.png&_nc_hash=AQCQgyFTg-kA5T8A,1492,74,20,324,14,10,True
2019-04-10T21:07:00+0000,904277726319518_2256769814403629,cad nov ministr educaca troc milit exsecretari haddad sao paul,cada uma : novo ministro da educacao troca militar por ex-secretario de haddad em sao paulo .,911,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCnhbI8aZrGKKpt&url=https%3A%2F%2Fconteudo.imguol.com.br%2Fc%2Fnoticias%2F79%2F2019%2F04%2F08%2Fabraham-weintraub-fala-durante-encontro-com-os-que-eram-cotados-para-serem-ministros-durante-no-gabinete-de-transicao-de-jair-bolsonaro-em-dezembro-de-2018-1554738370374_v2_615x300.jpg&_nc_hash=AQCk1WyJAaZlHInb,3725,1289,326,22,42,85,True
2019-04-10T20:21:04+0000,904277726319518_2256762054404405,jair aument gasolin deu ruim inflaca acel marc maior tax mes desd,jair aumentou a gasolina e deu ruim : inflacao acelera para 0 75 % em marco maior taxa para o mes desde 2015 .,2765,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCtYIodzzFjMIlz&url=https%3A%2F%2Fs2.glbimg.com%2FtNUc76DLxI10gt-OTEpAdtzxYws%3D%2F1200x%2Fsmart%2Ffilters%3Acover%28%29%3Astrip_icc%28%29%2Fs01.video.glbimg.com%2Fx720%2F7530000.jpg&_nc_hash=AQCQbs9kECUt97Mt,5204,603,137,625,267,27,True
2019-04-09T20:56:37+0000,904277726319518_2255271361220141, , ,5328,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t1.0-9/56644776_2255268084553802_3313814229483520000_n.jpg?_nc_cat=106&_nc_sid=8024bb&_nc_ohc=otXiNqMMweQAX-8VKTi&_nc_ht=scontent-gru2-2.xx&oh=8519234d3a49b56b4474be7720308938&oe=5EAD4BA6,15244,401,1193,58,44,1474,False
2019-04-09T17:28:02+0000,904277726319518_2255045671242710, , ,447,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/54607013_1051938495006272_928335319646863360_n.jpg?_nc_cat=109&_nc_sid=ad6a45&_nc_ohc=J6jk2VNFOoAAX99oheP&_nc_ht=scontent-gru2-1.xx&oh=6e12c8944d4a8832f2a336dd3b322496&oe=5EAC2127,1773,47,9,22,0,621,False
2019-04-08T23:07:01+0000,904277726319518_2253902294690381, , ,54,mobile_status_update,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/55604132_324275508287288_7967850008428937216_n.jpg?_nc_cat=111&_nc_sid=ad6a45&_nc_ohc=zTyyoXTiC9wAX9Qol-F&_nc_ht=scontent-gru2-1.xx&oh=52ad96946876c3b6867e2b9da05e537a&oe=5EAEE66A,655,15,13,0,3,84,False
2019-04-08T16:04:45+0000,904277726319518_2253414111405866,vam continu lut direit pov lul pov vam continu lut tamb direit nasc entranh dess pais nao nenhum privilegi vid super tod obstacul cri part central sindical abrac moviment popul pra sub ramp planalt faz diferenc vid pov brasileir vam estar ruas defend democrac direit soc lul livr vid ricard stuckert,nos vamos continuar lutando pelos direitos do povo - e como o lula e do povo nos vamos continuar lutando tambem pelos seus direitos . ele nasceu das entranhas desse pais nao teve nenhum privilegio na vida superou todos os obstaculos criou um partido uma central sindical abracou o movimento popular pra subir a rampa do planalto e fazer a diferenca na vida do povo brasileiro . e por isso que nos vamos estar nas ruas defendendo a democracia os direitos sociais e lula livre . video : ricardo stuckert,2748,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/55917745_417016095724170_7780427295012945920_n.jpg?_nc_cat=110&_nc_sid=ad6a45&_nc_ohc=J9kOVa7cSyUAX_JwImJ&_nc_ht=scontent-gru1-1.xx&oh=3d7aa0e2a32e90450d6d8ef335f9c59c&oe=5EAE5FDD,8866,211,35,9,10,1818,True
2019-04-07T20:52:56+0000,904277726319518_2252248768189067,lulalivr fot ricard stuckert,# lulalivre fotos : ricardo stuckert,560,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-0/p552x414/56547434_2252248138189130_5606388748985040896_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=HOIvsFghzAYAX_ArDLb&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=2d9fbbf42d136766b3960781ea5c11f5&oe=5EAED5F4,6307,233,27,5,9,1518,True
2019-04-07T15:04:31+0000,904277726319518_2251846551562622, , ,124,mobile_status_update,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/56542228_825745804459832_8044093593557663744_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=FvakeRPknCUAX9f_eH1&_nc_ht=scontent-gru1-1.xx&oh=e8ba15566bf0636dd10829010a26a777&oe=5EAFFF5E,1296,83,4,2,3,263,False
2019-04-06T15:41:31+0000,904277726319518_2250375315043079, , ,228,mobile_status_update,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/54602488_1229931377178480_7189822326345564160_n.jpg?_nc_cat=106&_nc_sid=ad6a45&_nc_ohc=Exm-vq0ePu4AX9QE8RW&_nc_ht=scontent-gru2-2.xx&oh=39a24cee1d8e4efbe7854c250ef25e4c&oe=5EAE6811,1606,88,6,2,4,429,False
2019-04-06T15:41:05+0000,904277726319518_2250374848376459, , ,204,mobile_status_update,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/54602141_426503001494514_4147839433179136000_n.jpg?_nc_cat=103&_nc_sid=ad6a45&_nc_ohc=sbT1tnGin68AX_AuCWl&_nc_ht=scontent-gru1-1.xx&oh=e65287e94a6564aadcb559f80eca092e&oe=5EAC5E09,1619,64,7,1,5,305,False
2019-04-06T14:04:33+0000,904277726319518_2250229258391018,port alegr atos defes democrac direit soc lulalivr fot ricard stuckert,em porto alegre atos em defesa da democracia e dos direitos sociais . # lulalivre fotos : ricardo stuckert,495,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t1.0-9/s720x720/56510903_2250228788391065_3220080261920194560_n.jpg?_nc_cat=109&_nc_sid=110474&_nc_ohc=a3uKmZ-ogQwAX-CMlTr&_nc_ht=scontent-gru2-1.xx&_nc_tp=7&oh=d118c2823d7a41e6a0258471809aac4a&oe=5EAF4356,4634,204,26,2,10,1280,True
2019-04-06T13:48:56+0000,904277726319518_2250177555062855, , ,192,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/s720x720/56483238_2250168151730462_6376617371754299392_o.jpg?_nc_cat=101&_nc_sid=dd9801&_nc_ohc=hCTxQKNN8dkAX9dC6hN&_nc_ht=scontent-gru1-1.xx&_nc_tp=7&oh=d27c71619715d0ab48df40f1b0dd114b&oe=5EAD720B,4337,224,35,7,12,1564,False
2019-04-06T01:10:04+0000,904277726319518_2249415515139059, , ,124,mobile_status_update,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/52450183_664675094002358_7793971105013694464_n.jpg?_nc_cat=108&_nc_sid=ad6a45&_nc_ohc=-QR_Y6vMmWYAX9p5iwk&_nc_ht=scontent-gru1-1.xx&oh=898f88fdc99c29ade0625faa52e45864&oe=5EADB344,1200,45,8,0,2,296,False
2019-04-06T01:09:20+0000,904277726319518_2249414711805806, , ,71,mobile_status_update,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/55933577_2328740030745137_8872912485141708800_n.jpg?_nc_cat=107&_nc_sid=ad6a45&_nc_ohc=ChWqrvAf0aYAX-uA_fW&_nc_ht=scontent-gru2-1.xx&oh=8f49b42a5c6d16b8807acd055f396b48&oe=5EAFD15D,786,30,5,0,5,166,False
2019-04-05T21:59:45+0000,904277726319518_2249225388491405, , ,254,mobile_status_update,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/54604700_416261109176654_3387680953940836352_n.jpg?_nc_cat=105&_nc_sid=ad6a45&_nc_ohc=5qmKExCVaqgAX-7_r7m&_nc_ht=scontent-gru2-2.xx&oh=72d9fd53af1cc82b361f1c82d68a2c9d&oe=5EAC174C,1842,75,11,1,4,541,False
2019-04-05T20:20:27+0000,904277726319518_2626683184027653,fern haddad manuel davil univers federal rio grand sul port alegr lulalivr,fernando haddad e manuela davila na universidade federal do rio grande do sul em porto alegre . # lulalivre,1435,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/54605071_2626685437360761_2706129438600331264_n.jpg?_nc_cat=100&_nc_sid=ad6a45&_nc_ohc=O6a3umCiDEcAX8MR0qJ&_nc_ht=scontent-gru2-2.xx&oh=d4b17661a0ad830cc6f779272fe7d6ee&oe=5EAE6FDB,6358,73,85,7,32,2520,True
2019-04-05T19:30:14+0000,904277726319518_2249062281841049, , ,270,mobile_status_update,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/54604646_584974555339187_4430032360917958656_n.jpg?_nc_cat=106&_nc_sid=ad6a45&_nc_ohc=BXBELr5HbmsAX_TeR4p&_nc_ht=scontent-gru2-2.xx&oh=dbb7dec3ff2538b5058b4acfc66c6a77&oe=5EAC8F7A,1971,48,14,0,5,507,False
2019-04-05T16:24:05+0000,904277726319518_2248838995196711, , ,102,mobile_status_update,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/55912543_479055712887391_5877259756384550912_n.jpg?_nc_cat=106&_nc_sid=ad6a45&_nc_ohc=qSg47x9lE1AAX8eWN7n&_nc_ht=scontent-gru2-2.xx&oh=0f4e4108b44649f7a4515f2f18b64e14&oe=5EADE86B,1043,26,30,0,1,238,False
2019-04-04T16:07:29+0000,904277726319518_2247318408682103,tod unanim burr,nem toda unanimidade e burra !,2361,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCaKe_bcevcZW3_&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F01%2F03%2F15465376845c2e4ad412a21_1546537684_3x2_xl.jpg&_nc_hash=AQDu1UWRwYBMDuiv,8481,880,76,9,21,761,True
2019-04-04T13:33:30+0000,904277726319518_2247120742035203, , ,159,mobile_status_update,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/cp0/s12x12/54607244_1956309767832121_2935045577659908096_n.jpg?_nc_cat=108&_nc_sid=ad6a45&_nc_ohc=FWlkabssUj8AX95CuXW&_nc_ht=scontent-gru1-1.xx&oh=26e118d601d81132bf2ec6b0e4902c01&oe=5EADE2D2,1617,74,2,0,3,364,False
2019-04-04T11:57:20+0000,904277726319518_2246962145384396,parabens equip spcin incriv conquist spcin film comission setor spcin responsavel centraliz ped filmag atra produco cri cidad sao paul sao paul film commission empres troux brasil episodi seri sens netflix agor negoc keanu reev produca seri aqu bom lembr cri tamb sal public exibica ceus cidad sao paul vai transform grand capital audiovisual,parabens equipe spcine . incriveis as conquistas da spcine e da film comission ( setor da spcine responsavel por centralizar pedidos de filmagem e atrair producoes ) criadas por nos para a cidade de sao paulo . sao paulo film commission foi a empresa que trouxe ao brasil um dos episodios da serie sense8 da netflix e agora negocia com keanu reeves a producao de uma serie por aqui . bom lembrar que criamos tambem 20 salas publicas de exibicao nos ceus da cidade . sao paulo vai se transformando numa grande capital do audiovisual !,811,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBsBPKQg5R95cIh&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F04%2F03%2F15543137005ca4f1e4b5d6b_1554313700_3x2_rt.jpg&_nc_hash=AQBs6rT5bayL33LX,10639,60,196,6,11,2029,True
2019-04-03T19:13:07+0000,904277726319518_2246016298812314,boa tradica diplomat brasileir mobiliz contr polit extern bolsonar,a boa tradicao diplomatica brasileira se mobiliza contra a politica externa de bolsonaro .,662,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCtY-oxz_dNREX9&url=https%3A%2F%2Fconteudo.imguol.com.br%2F66%2F2019%2F02%2F11%2Fjamil-chade-facebook-1549911067141_956x500.png&_nc_hash=AQCQgyFTg-kA5T8A,3273,26,70,13,4,311,True
2019-04-03T11:00:55+0000,904277726319518_2245343185546292,nao prisioneir ment judeus democrac lanc not repudi ernest arauj apos ministr afirm nazism esquerd um chancel obscurant propag mensagens perig infam nao dign carg ocup afirm not afirmaca chancel chocant ignoranc maf cinism diz not grup acus arauj bolsonar promov revision histor estrateg lembr judeus grand responsav faz cresc antissemit outr discurs odi extrem vez part nazist nao hesit criminaliz prend mat comec pesso esquerd colet aind afirm nao possivel med alcanc declaraco ministr cert ajud sediment ment mortif,nao seja prisioneiro da mentira judeus pela democracia lancam nota de repudio a ernesto araujo apos ministro afirmar que 'nazismo era de esquerda . 'um chanceler obscurantista que propaga mensagens perigosas e infames como essa nao e digno do cargo que ocupa ' afirma a nota . a afirmacao do chanceler e chocante por ignorancia ma-fe e cinismo diz a nota do grupo que acusa araujo e bolsonaro de promover um revisionismo historico . essa estrategia lembram os judeus e uma das grandes responsaveis por fazer crescer o antissemitismo e outros discursos de odio entre extremistas uma vez que o partido nazista nao hesitou em criminalizar prender e matar a comecar por pessoas de esquerda . o coletivo ainda afirma que nao e possivel medir o alcance das declaracoes do ministro `` mas elas certamente ajudam a sedimentar mentiras mortiferas,6573,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQALKS3gWiwXEF9C&url=https%3A%2F%2Foperamundi.uol.com.br%2Fthumb%2FMjk1NDA0MjQ2NzgzMzMzZDI3ODVlNzlmMmU3ZDIxZWNfZGI3ZmY2MDk2YjYyMzZkZjU3NWVmYjY4ODA1OGIwYTAuanBn&_nc_hash=AQC1AO3NIwUmm77D,10478,92,118,883,241,401,True
2019-04-03T01:55:25+0000,904277726319518_2244788862268391,imbecil inconsequent,imbecil inconsequente .,4770,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQA8BVsVJOqjxsyJ&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F03%2F31%2F15540583925ca10c98a99ee_1554058392_3x2_xl.jpg&_nc_hash=AQBob3GWwgCiB3eU,19154,2327,297,484,3363,388,True
2019-04-02T11:04:34+0000,904277726319518_2243769499036994,brasil crista muculman judeus nao so viv paz cas si visit israel bolsonar ignor primeir ofend segund frustr ultim alem import conflit inexistent nenhum ganh pen,no brasil cristaos muculmanos e judeus nao so vivem em paz como casam entre si . em visita a israel bolsonaro ignorou os primeiros ofendeu os segundos e frustrou os ultimos alem de importar um conflito inexistente entre nos . nenhum ganho . pena .,2218,mobile_status_update,None,17445,129,59,3181,743,160,True
2019-04-02T01:17:37+0000,904277726319518_2243220922425185,segund organizaca mundial saud tax tabac form efet reduz consum especial jovens pesso baix rend diminu impost cigarr quer mor afet saud public,segundo a organizacao mundial da saude taxar o tabaco e a forma mais efetiva de reduzir seu consumo especialmente entre jovens e pessoas de baixa renda . diminuir o imposto do cigarro como quer moro afetara saude publica .,4862,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBoD3JL4GOXdYjk&url=http%3A%2F%2Fabrilexame.files.wordpress.com%2F2019%2F04%2Fsergio-moro.jpg%3Fquality%3D70%26strip%3Dinfo%26w%3D680%26h%3D453%26crop%3D1&_nc_hash=AQAB0RNrGdKj8Xgf,8817,112,91,1201,2229,30,True
2019-04-02T00:18:28+0000,904277726319518_2157802730951756,lindbergh far vaness grazziotinn entrevist fern haddad estre canal esquerd assin canal,lindbergh farias e vanessa grazziotinn entrevistam fernando haddad na estreia do canal `` ' a esquerda '' assine o canal : https : //bit.ly/2wyzqze,1553,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/54272888_2157803870951642_7468355757264601088_n.jpg?_nc_cat=110&_nc_sid=ad6a45&_nc_ohc=R74AqTdGH-0AX8HYer6&_nc_ht=scontent-gru1-1.xx&oh=4219534dad979391f59c33a794e5171f&oe=5EAD377F,3547,220,19,15,108,2473,True
2019-04-01T11:42:41+0000,904277726319518_2242256452521632,mai cert sobr recort col mor prov obtid indic projet discut apen dias ministeri justic ampar evidenc cientif debat especial seguranc public,maia estava certo sobre o recorta e cola de moro : provas obtidas indicam que projeto foi discutido por apenas 23 dias no ministerio da justica sem amparo em evidencias cientificas nem debate com especialistas em seguranca publica .,959,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBzjtFekVgs79Us&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F02%2F04%2F15493098435c589793d167e_1549309843_3x2_rt.jpg&_nc_hash=AQABRNVjEP6Qgu5y,3447,391,69,80,474,21,True
2019-04-01T09:35:51+0000,904277726319518_2242123282534949,artig folh sobr golp unidad progress fern haddad flavi din guilherm boul ricard coutinh son guajaj,artigo na folha sobre o golpe de 1964 pela unidade progressista : fernando haddad flavio dino guilherme boulos ricardo coutinho e sonia guajajara,315,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCRcJ278wgOMcgf&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F03%2F23%2F15533904375c96db65caf79_1553390437_3x2_rt.jpg&_nc_hash=AQCeTY5ar-45lGSB,2999,116,19,6,5,383,True
2019-04-01T01:09:32+0000,904277726319518_2241656402581637, , ,717,mobile_status_update,https://scontent-gru2-2.xx.fbcdn.net/v/t15.13418-10/54602610_2274661996124305_5949426335217614848_n.jpg?_nc_cat=100&_nc_sid=ad6a45&_nc_ohc=_juMBTKAIZcAX-7hHOJ&_nc_ht=scontent-gru2-2.xx&oh=6455d6515cbf5b8b4e5782575d2db799&oe=5EACC525,3513,80,16,3,2,885,False
